433280.57	568455.51	249.23
433280.65	568455.53	249.29
433280.72	568455.55	249.35
433280.76	568455.57	249.40
433280.80	568455.59	249.45
433280.88	568455.61	249.51
433280.96	568455.62	249.57
433280.99	568455.64	249.62
433281.03	568455.67	249.67
433281.11	568455.68	249.74
433281.19	568455.73	249.84
433280.79	568455.48	249.43
433280.87	568455.50	249.49
433280.95	568455.52	249.55
433280.55	568455.18	249.12
433279.46	568461.46	249.47
433279.10	568461.43	249.12
433279.13	568461.45	249.16
433279.16	568461.47	249.21
433279.24	568461.49	249.27
433279.32	568461.50	249.34
433279.34	568461.53	249.38
433279.11	568461.55	249.18
433279.18	568461.57	249.24
433279.25	568461.59	249.30
433279.14	568461.24	249.12
433279.18	568461.26	249.17
433279.22	568461.28	249.22
433279.29	568461.30	249.28
433279.37	568461.32	249.34
433279.38	568461.34	249.38
433279.44	568461.36	249.44
433279.52	568461.37	249.50
433279.57	568461.39	249.55
433279.60	568461.42	249.60
433279.08	568461.33	249.09
433279.13	568461.35	249.14
433279.16	568461.37	249.19
433279.23	568461.38	249.25
433279.31	568461.40	249.31
433279.35	568461.42	249.36
433279.38	568461.44	249.40
433279.12	568461.03	249.07
433279.20	568461.05	249.13
433279.23	568461.07	249.17
433279.27	568461.09	249.23
433279.35	568461.11	249.29
433279.41	568461.12	249.34
433279.44	568461.15	249.39
433279.51	568461.16	249.45
433279.59	568461.18	249.51
433279.63	568461.20	249.56
433279.66	568461.22	249.61
433279.74	568461.24	249.67
433279.83	568461.26	249.74
433279.85	568461.28	249.78
433279.13	568461.14	249.10
433279.19	568461.16	249.15
433279.21	568461.18	249.19
433279.28	568461.20	249.25
433279.36	568461.21	249.31
433279.40	568461.23	249.36
433279.44	568461.26	249.41
433279.51	568461.27	249.47
433279.60	568461.29	249.54
433279.62	568461.31	249.58
433279.67	568461.33	249.64
433279.76	568461.35	249.70
433279.10	568460.83	249.01
433279.17	568460.85	249.07
433279.24	568460.86	249.13
433279.27	568460.89	249.17
433279.32	568460.91	249.23
433279.39	568460.93	249.29
433279.45	568460.94	249.34
433279.48	568460.96	249.39
433279.55	568460.98	249.45
433279.63	568461.00	249.51
433279.67	568461.02	249.56
433279.71	568461.04	249.61
433279.80	568461.06	249.68
433279.87	568461.07	249.74
433279.91	568461.10	249.79
433279.95	568461.12	249.84
433280.03	568461.14	249.90
433280.08	568461.16	249.96
433280.12	568461.18	250.01
433279.11	568460.93	249.04
433279.18	568460.95	249.10
433279.22	568460.97	249.15
433279.26	568460.99	249.20
433279.33	568461.01	249.26
433279.41	568461.02	249.32
433279.45	568461.04	249.37
433279.49	568461.06	249.42
433279.57	568461.08	249.48
433279.65	568461.10	249.54
433279.66	568461.12	249.58
433279.73	568461.14	249.64
433279.81	568461.16	249.71
433279.85	568461.18	249.76
433279.89	568461.20	249.81
433279.97	568461.22	249.87
433279.10	568460.62	248.97
433279.15	568460.64	249.02
433279.23	568460.66	249.08
433279.30	568460.67	249.13
433279.31	568460.70	249.18
433279.37	568460.72	249.23
433279.45	568460.73	249.29
433279.51	568460.75	249.35
433279.53	568460.77	249.39
433279.61	568460.79	249.46
433279.69	568460.81	249.52
433279.73	568460.83	249.57
433279.77	568460.85	249.62
433279.84	568460.87	249.68
433279.93	568460.88	249.75
433279.94	568460.91	249.79
433280.01	568460.93	249.85
433280.08	568460.95	249.91
433280.13	568460.97	249.97
433280.16	568460.99	250.02
433280.24	568461.01	250.08
433280.32	568461.03	250.15
433280.37	568461.05	250.20
433279.09	568460.73	248.99
433279.16	568460.75	249.04
433279.23	568460.76	249.10
433279.27	568460.78	249.15
433279.31	568460.80	249.20
433279.38	568460.82	249.26
433279.46	568460.83	249.32
433279.50	568460.85	249.37
433279.54	568460.88	249.42
433279.62	568460.89	249.48
433279.69	568460.91	249.54
433279.71	568460.94	249.59
433279.78	568460.95	249.65
433279.86	568460.97	249.71
433279.90	568460.99	249.76
433279.94	568461.01	249.81
433280.02	568461.03	249.88
433280.10	568461.05	249.94
433280.12	568461.07	249.99
433280.18	568461.10	250.05
433280.26	568461.11	250.11
433279.15	568460.54	249.00
433279.22	568460.56	249.05
433279.29	568460.57	249.11
433279.33	568460.59	249.16
433279.37	568460.62	249.21
433279.44	568460.63	249.27
433279.52	568460.65	249.33
433279.56	568460.67	249.38
433279.59	568460.69	249.43
433279.67	568460.71	249.49
433279.73	568460.72	249.55
433279.76	568460.75	249.60
433279.83	568460.76	249.66
433279.92	568460.78	249.72
433279.96	568460.80	249.77
433280.00	568460.83	249.82
433280.07	568460.84	249.89
433280.15	568460.86	249.95
433280.17	568460.89	250.00
433280.23	568460.91	250.06
433280.31	568460.93	250.12
433280.36	568460.95	250.18
433280.40	568460.97	250.23
433280.48	568460.99	250.30
433280.30	568460.72	250.07
433280.37	568460.73	250.13
433280.42	568460.76	250.19
433280.46	568460.78	250.24
433280.55	568460.80	250.31
433280.61	568460.82	250.37
433280.64	568460.84	250.42
433279.16	568460.44	248.98
433279.21	568460.46	249.03
433279.28	568460.47	249.09
433279.34	568460.49	249.14
433279.36	568460.51	249.18
433279.43	568460.53	249.24
433279.51	568460.55	249.30
433279.55	568460.57	249.35
433279.58	568460.59	249.40
433279.67	568460.60	249.47
433279.74	568460.62	249.53
433279.78	568460.64	249.58
433279.82	568460.66	249.63
433279.90	568460.68	249.69
433279.98	568460.70	249.75
433279.98	568460.72	249.80
433280.06	568460.74	249.86
433280.14	568460.76	249.92
433280.18	568460.78	249.98
433280.22	568460.80	250.03
433280.30	568460.82	250.09
433280.38	568460.84	250.16
433280.40	568460.86	250.21
433280.47	568460.88	250.27
433280.56	568460.90	250.34
433280.60	568460.93	250.39
433279.49	568460.34	249.26
433279.57	568460.35	249.32
433279.62	568460.37	249.37
433279.66	568460.39	249.42
433279.73	568460.41	249.48
433279.81	568460.43	249.54
433279.83	568460.45	249.59
433279.89	568460.47	249.64
433279.96	568460.49	249.70
433280.01	568460.51	249.76
433280.05	568460.53	249.81
433280.12	568460.55	249.87
433280.20	568460.57	249.94
433280.25	568460.59	249.99
433280.28	568460.61	250.04
433280.36	568460.63	250.11
433280.44	568460.65	250.17
433280.45	568460.67	250.22
433280.53	568460.69	250.28
433280.62	568460.71	250.35
433280.66	568460.73	250.40
433280.71	568460.76	250.46
433280.81	568460.77	250.54
433280.85	568460.80	250.59
433280.89	568460.82	250.64
433279.20	568460.35	249.00
433279.28	568460.37	249.06
433279.35	568460.38	249.12
433279.38	568460.40	249.17
433279.42	568460.42	249.22
433279.50	568460.44	249.28
433279.58	568460.46	249.34
433279.59	568460.48	249.38
433279.66	568460.50	249.44
433279.74	568460.51	249.50
433279.78	568460.53	249.56
433279.82	568460.56	249.61
433279.89	568460.58	249.67
433279.97	568460.59	249.73
433280.02	568460.61	249.78
433280.05	568460.64	249.83
433280.13	568460.65	249.90
433280.20	568460.67	249.96
433280.22	568460.70	250.01
433279.26	568460.16	249.01
433279.33	568460.18	249.07
433279.41	568460.19	249.13
433279.43	568460.22	249.17
433279.48	568460.24	249.23
433279.56	568460.25	249.29
433279.63	568460.27	249.35
433279.64	568460.29	249.39
433279.71	568460.31	249.45
433279.79	568460.32	249.51
433279.83	568460.35	249.56
433279.87	568460.37	249.61
433279.95	568460.38	249.67
433280.03	568460.40	249.74
433280.05	568460.43	249.79
433280.11	568460.45	249.84
433280.18	568460.47	249.91
433280.25	568460.48	249.97
433280.27	568460.51	250.01
433280.35	568460.53	250.08
433280.43	568460.54	250.14
433280.48	568460.56	250.20
433280.52	568460.59	250.25
433280.61	568460.61	250.32
433280.65	568460.63	250.38
433280.70	568460.65	250.43
433280.87	568460.69	250.57
433280.89	568460.72	250.62
433280.95	568460.74	250.68
433281.04	568460.76	250.75
433279.20	568460.25	248.98
433279.26	568460.26	249.04
433279.34	568460.28	249.10
433279.39	568460.30	249.15
433279.42	568460.32	249.20
433279.24	568460.06	248.98
433279.32	568460.08	249.04
433279.39	568460.09	249.10
433279.44	568460.11	249.15
433279.47	568460.13	249.20
433279.55	568460.15	249.26
433279.62	568460.17	249.32
433279.66	568460.19	249.37
433279.70	568460.21	249.42
433279.77	568460.23	249.48
433279.85	568460.24	249.54
433279.88	568460.27	249.59
433279.93	568460.29	249.65
433280.01	568460.30	249.71
433280.06	568460.32	249.76
433280.10	568460.34	249.81
433280.17	568460.36	249.88
433280.25	568460.38	249.94
433280.30	568460.40	250.00
433280.33	568460.42	250.05
433280.42	568460.44	250.11
433280.47	568460.46	250.17
433280.50	568460.49	250.22
433280.59	568460.51	250.29
433280.67	568460.53	250.36
433280.71	568460.55	250.41
433280.85	568460.59	250.54
433280.90	568460.61	250.59
433280.94	568460.64	250.65
433281.02	568460.66	250.72
433279.31	568459.97	249.02
433279.38	568459.99	249.08
433279.46	568460.01	249.14
433279.49	568460.03	249.18
433279.54	568460.05	249.24
433279.61	568460.06	249.30
433279.66	568460.08	249.35
433279.70	568460.10	249.40
433279.77	568460.12	249.46
433279.85	568460.14	249.52
433279.89	568460.16	249.57
433279.92	568460.18	249.62
433280.00	568460.20	249.69
433280.08	568460.22	249.75
433280.10	568460.24	249.79
433280.16	568460.26	249.85
433280.25	568460.28	249.92
433280.30	568460.30	249.97
433280.33	568460.32	250.02
433280.41	568460.34	250.09
433280.49	568460.36	250.16
433280.52	568460.38	250.20
433280.57	568460.40	250.26
433280.66	568460.42	250.33
433280.71	568460.44	250.39
433280.75	568460.47	250.44
433280.92	568460.51	250.58
433280.93	568460.53	250.63
433281.01	568460.55	250.69
433281.10	568460.57	250.76
433279.31	568459.87	249.00
433279.37	568459.89	249.05
433279.45	568459.90	249.11
433279.49	568459.92	249.16
433279.53	568459.94	249.21
433279.60	568459.96	249.27
433279.68	568459.98	249.33
433279.71	568460.00	249.38
433279.76	568460.02	249.43
433279.83	568460.04	249.49
433279.91	568460.05	249.56
433279.91	568460.08	249.60
433280.00	568460.09	249.66
433280.07	568460.11	249.72
433280.12	568460.13	249.77
433280.16	568460.15	249.83
433280.24	568460.17	249.89
433280.32	568460.19	249.96
433280.34	568460.21	250.00
433280.40	568460.23	250.06
433280.48	568460.25	250.13
433280.53	568460.27	250.18
433280.57	568460.30	250.24
433280.66	568460.31	250.30
433280.73	568460.33	250.37
433280.75	568460.36	250.42
433280.91	568460.40	250.55
433280.96	568460.42	250.61
433281.00	568460.44	250.67
433281.09	568460.46	250.74
433279.36	568459.78	249.03
433279.44	568459.80	249.09
433279.51	568459.82	249.14
433279.51	568459.84	249.19
433279.59	568459.86	249.25
433279.67	568459.87	249.30
433279.71	568459.89	249.36
433279.75	568459.91	249.41
433279.82	568459.93	249.47
433279.91	568459.95	249.53
433279.95	568459.97	249.58
433279.98	568459.99	249.63
433280.06	568460.01	249.70
433280.13	568460.03	249.75
433280.15	568460.05	249.80
433280.22	568460.07	249.86
433280.31	568460.09	249.93
433280.35	568460.11	249.98
433280.39	568460.13	250.04
433280.47	568460.15	250.10
433280.55	568460.17	250.17
433280.56	568460.19	250.21
433280.64	568460.21	250.28
433280.73	568460.23	250.34
433280.78	568460.25	250.40
433280.80	568460.28	250.45
433280.90	568460.29	250.52
433280.97	568460.31	250.59
433280.99	568460.34	250.64
433281.08	568460.36	250.71
433281.16	568460.38	250.78
433279.36	568459.68	249.01
433279.43	568459.70	249.06
433279.50	568459.72	249.12
433279.54	568459.74	249.17
433279.58	568459.76	249.22
433279.65	568459.77	249.28
433279.73	568459.79	249.34
433279.76	568459.81	249.39
433279.82	568459.83	249.44
433279.90	568459.85	249.50
433279.95	568459.87	249.56
433279.98	568459.89	249.61
433280.05	568459.91	249.67
433280.13	568459.92	249.73
433280.17	568459.95	249.78
433280.21	568459.97	249.84
433280.29	568459.99	249.90
433280.37	568460.00	249.97
433280.38	568460.03	250.01
433280.46	568460.05	250.07
433280.54	568460.06	250.14
433280.58	568460.09	250.19
433280.63	568460.11	250.25
433280.71	568460.13	250.32
433280.78	568460.15	250.38
433280.81	568460.17	250.43
433280.97	568460.21	250.56
433281.01	568460.24	250.62
433281.07	568460.26	250.68
433281.15	568460.28	250.75
433279.80	568459.73	249.42
433279.88	568459.75	249.48
433279.97	568459.76	249.54
433279.99	568459.79	249.59
433280.04	568459.80	249.65
433280.12	568459.82	249.71
433280.18	568459.84	249.76
433280.21	568459.86	249.81
433280.28	568459.88	249.88
433280.36	568459.90	249.94
433280.41	568459.92	250.00
433280.45	568459.94	250.05
433280.53	568459.96	250.11
433280.59	568459.98	250.17
433280.62	568460.01	250.22
433280.70	568460.02	250.29
433280.79	568460.04	250.36
433280.83	568460.06	250.41
433280.96	568460.11	250.54
433281.01	568460.13	250.60
433281.06	568460.15	250.65
433281.14	568460.17	250.72
433280.22	568459.76	249.80
433280.28	568459.78	249.85
433280.36	568459.80	249.92
433280.41	568459.82	249.97
433280.44	568459.84	250.02
433280.52	568459.86	250.09
433280.61	568459.88	250.16
433280.64	568459.90	250.20
433280.69	568459.92	250.26
433280.78	568459.94	250.33
433280.84	568459.96	250.39
433280.85	568459.99	250.44
433280.95	568460.00	250.51
433281.04	568460.02	250.58
433281.05	568460.05	250.63
433281.13	568460.07	250.69
433281.22	568460.09	250.76
433279.42	568459.60	249.04
433279.49	568459.61	249.10
433279.55	568459.63	249.15
433279.57	568459.65	249.20
433279.64	568459.67	249.25
433279.72	568459.69	249.32
433279.77	568459.71	249.37
433280.59	568459.78	250.12
433280.64	568459.80	250.18
433280.68	568459.82	250.23
433280.76	568459.84	250.30
433280.84	568459.86	250.37
433280.88	568459.88	250.42
433281.02	568459.92	250.55
433281.07	568459.95	250.60
433281.11	568459.97	250.66
433281.20	568459.99	250.73
433279.42	568459.49	249.01
433279.49	568459.51	249.07
433279.56	568459.53	249.13
433279.59	568459.55	249.18
433279.64	568459.57	249.23
433279.71	568459.58	249.29
433279.78	568459.60	249.35
433279.80	568459.62	249.39
433279.87	568459.64	249.45
433279.95	568459.66	249.52
433280.00	568459.68	249.57
433280.03	568459.70	249.62
433280.11	568459.72	249.68
433280.19	568459.74	249.75
433279.40	568459.39	248.99
433279.48	568459.41	249.05
433279.55	568459.43	249.11
433279.59	568459.45	249.16
433279.63	568459.47	249.20
433279.70	568459.49	249.26
433279.78	568459.50	249.32
433279.82	568459.52	249.38
433279.86	568459.54	249.43
433279.94	568459.56	249.49
433280.02	568459.57	249.55
433280.03	568459.60	249.59
433280.10	568459.62	249.65
433280.18	568459.64	249.72
433280.23	568459.66	249.77
433280.26	568459.68	249.82
433280.34	568459.70	249.89
433280.42	568459.71	249.95
433280.45	568459.74	250.00
433280.51	568459.76	250.06
433279.46	568459.31	249.02
433279.53	568459.33	249.08
433279.61	568459.34	249.14
433279.63	568459.37	249.18
433279.69	568459.39	249.24
433279.76	568459.40	249.30
433279.83	568459.42	249.36
433279.84	568459.44	249.40
433279.92	568459.46	249.46
433280.01	568459.48	249.52
433280.05	568459.50	249.58
433280.08	568459.52	249.62
433280.16	568459.54	249.69
433280.24	568459.55	249.75
433280.28	568459.57	249.80
433280.32	568459.60	249.85
433280.41	568459.61	249.92
433280.45	568459.64	249.98
433280.49	568459.66	250.03
433280.57	568459.68	250.09
433280.66	568459.69	250.16
433280.68	568459.72	250.21
433280.74	568459.74	250.27
433280.82	568459.76	250.34
433280.87	568459.78	250.39
433281.00	568459.82	250.52
433281.08	568459.84	250.58
433281.10	568459.87	250.63
433281.18	568459.89	250.70
433281.27	568459.91	250.77
433279.46	568459.21	249.00
433279.53	568459.23	249.05
433279.61	568459.24	249.12
433279.65	568459.26	249.17
433279.69	568459.28	249.22
433279.76	568459.30	249.28
433279.84	568459.31	249.34
433279.88	568459.33	249.38
433279.91	568459.36	249.44
433279.99	568459.37	249.50
433280.06	568459.39	249.56
433280.08	568459.42	249.60
433280.16	568459.43	249.66
433280.24	568459.45	249.73
433280.28	568459.47	249.78
433280.32	568459.49	249.83
433280.40	568459.51	249.90
433280.48	568459.53	249.96
433280.49	568459.55	250.00
433280.57	568459.57	250.07
433280.65	568459.59	250.14
433280.70	568459.61	250.19
433280.73	568459.63	250.24
433280.82	568459.65	250.31
433280.90	568459.67	250.38
433280.91	568459.70	250.42
433281.08	568459.74	250.56
433281.13	568459.76	250.62
433281.17	568459.78	250.67
433281.26	568459.80	250.74
433279.53	568459.12	249.03
433279.61	568459.13	249.10
433279.66	568459.15	249.15
433279.69	568459.18	249.20
433279.76	568459.19	249.25
433279.83	568459.21	249.31
433279.87	568459.23	249.36
433279.91	568459.25	249.41
433279.98	568459.27	249.47
433280.07	568459.28	249.54
433280.10	568459.31	249.59
433280.15	568459.33	249.64
433280.22	568459.34	249.70
433280.30	568459.36	249.77
433280.31	568459.39	249.81
433280.39	568459.40	249.87
433280.47	568459.42	249.94
433280.52	568459.44	249.99
433280.56	568459.47	250.04
433280.64	568459.49	250.11
433280.71	568459.51	250.17
433280.73	568459.53	250.22
433280.81	568459.55	250.29
433280.90	568459.57	250.35
433280.94	568459.59	250.41
433281.08	568459.63	250.54
433281.13	568459.65	250.59
433281.17	568459.67	250.65
433281.25	568459.70	250.72
433281.33	568459.72	250.79
433279.52	568459.02	249.01
433279.60	568459.04	249.07
433279.68	568459.05	249.13
433279.71	568459.07	249.18
433279.75	568459.09	249.23
433279.82	568459.11	249.29
433279.90	568459.12	249.35
433279.91	568459.15	249.39
433279.98	568459.17	249.45
433280.06	568459.18	249.51
433280.11	568459.20	249.57
433280.14	568459.23	249.62
433280.22	568459.24	249.68
433280.30	568459.26	249.74
433280.34	568459.28	249.79
433280.38	568459.30	249.85
433280.46	568459.32	249.91
433280.52	568459.34	249.97
433280.55	568459.36	250.02
433280.63	568459.38	250.08
433280.72	568459.40	250.15
433280.76	568459.42	250.20
433280.80	568459.45	250.26
433280.89	568459.46	250.33
433280.94	568459.49	250.39
433281.06	568459.53	250.51
433281.15	568459.55	250.58
433281.17	568459.57	250.63
433281.24	568459.59	250.69
433281.33	568459.61	250.76
433279.59	568458.93	249.05
433279.67	568458.95	249.11
433279.71	568458.97	249.16
433279.74	568458.99	249.21
433279.82	568459.01	249.27
433279.89	568459.03	249.33
433279.93	568459.05	249.38
433279.97	568459.07	249.43
433280.05	568459.08	249.49
433280.13	568459.10	249.55
433280.14	568459.12	249.60
433280.21	568459.14	249.65
433280.29	568459.16	249.72
433280.34	568459.18	249.77
433280.38	568459.20	249.82
433280.46	568459.22	249.89
433280.54	568459.24	249.95
433280.57	568459.26	250.00
433280.62	568459.28	250.06
433280.71	568459.30	250.13
433280.76	568459.32	250.18
433280.80	568459.34	250.24
433280.88	568459.36	250.30
433280.96	568459.38	250.37
433280.98	568459.41	250.42
433281.06	568459.43	250.48
433281.14	568459.45	250.55
433281.19	568459.47	250.61
433281.23	568459.49	250.67
433281.32	568459.51	250.74
433281.37	568459.53	250.79
433279.59	568458.83	249.03
433279.66	568458.85	249.09
433279.74	568458.86	249.15
433279.74	568458.89	249.19
433279.81	568458.91	249.25
433279.89	568458.92	249.31
433279.94	568458.94	249.36
433279.97	568458.96	249.41
433280.05	568458.98	249.47
433280.12	568459.00	249.53
433280.17	568459.02	249.58
433280.21	568459.04	249.63
433280.29	568459.06	249.70
433280.36	568459.07	249.76
433280.38	568459.10	249.80
433280.45	568459.12	249.86
433280.53	568459.13	249.93
433280.58	568459.16	249.99
433280.63	568459.18	250.04
433280.71	568459.20	250.11
433280.78	568459.22	250.17
433280.81	568459.24	250.22
433280.88	568459.26	250.28
433280.96	568459.28	250.35
433281.00	568459.30	250.40
433281.14	568459.34	250.53
433281.19	568459.36	250.59
433281.23	568459.39	250.64
433281.31	568459.41	250.71
433281.40	568459.43	250.78
433279.58	568458.73	249.01
433279.66	568458.75	249.07
433279.74	568458.76	249.13
433279.78	568458.78	249.18
433279.81	568458.80	249.23
433279.88	568458.82	249.28
433279.96	568458.83	249.35
433279.99	568458.86	249.39
433280.05	568458.88	249.45
433280.12	568458.89	249.51
433280.17	568458.91	249.56
433280.20	568458.94	249.61
433280.28	568458.95	249.68
433280.36	568458.97	249.74
433280.40	568458.99	249.79
433280.44	568459.01	249.84
433280.52	568459.03	249.91
433280.60	568459.05	249.97
433280.62	568459.07	250.02
433280.70	568459.09	250.08
433280.78	568459.11	250.15
433280.82	568459.13	250.20
433280.86	568459.16	250.26
433280.95	568459.17	250.32
433281.02	568459.19	250.39
433281.13	568459.24	250.50
433281.22	568459.26	250.58
433281.24	568459.28	250.63
433281.31	568459.30	250.69
433281.40	568459.32	250.76
433279.65	568458.65	249.05
433279.73	568458.66	249.11
433279.78	568458.68	249.16
433279.81	568458.70	249.21
433279.88	568458.72	249.26
433279.96	568458.74	249.33
433280.00	568458.76	249.38
433280.04	568458.78	249.43
433280.11	568458.80	249.49
433280.19	568458.81	249.55
433280.21	568458.84	249.60
433280.27	568458.85	249.65
433280.35	568458.87	249.72
433280.42	568458.89	249.77
433280.44	568458.91	249.82
433280.52	568458.93	249.89
433280.60	568458.95	249.95
433280.64	568458.97	250.00
433280.69	568458.99	250.06
433280.77	568459.01	250.13
433280.82	568459.03	250.18
433280.86	568459.06	250.24
433280.94	568459.08	250.30
433281.02	568459.09	250.37
433281.05	568459.12	250.42
433281.12	568459.14	250.48
433281.21	568459.16	250.55
433281.26	568459.18	250.61
433281.30	568459.20	250.67
433281.39	568459.22	250.74
433281.44	568459.25	250.80
433279.65	568458.55	249.03
433279.73	568458.56	249.09
433279.81	568458.58	249.15
433279.81	568458.60	249.19
433279.88	568458.62	249.25
433279.95	568458.64	249.31
433280.01	568458.66	249.36
433280.04	568458.68	249.41
433280.11	568458.70	249.47
433280.19	568458.71	249.53
433280.23	568458.73	249.58
433280.28	568458.76	249.63
433280.35	568458.77	249.70
433280.43	568458.79	249.76
433280.45	568458.81	249.81
433280.52	568458.83	249.87
433280.60	568458.85	249.93
433280.65	568458.87	249.99
433280.69	568458.89	250.04
433280.78	568458.91	250.11
433280.85	568458.93	250.17
433280.87	568458.96	250.22
433280.94	568458.98	250.28
433281.02	568458.99	250.35
